Episodes,Reward 1,Reward 2,mean,top,bottom,
892,31.0,88.0,59.5,99.80508652763321,19.194913472366792,
893,129.0,84.0,106.5,138.31980515339464,74.68019484660536,
894,52.0,35.0,43.5,55.520815280171306,31.479184719828694,
895,97.0,87.0,92.0,99.07106781186548,84.92893218813452,
896,43.0,85.0,64.0,93.698484809835,34.301515190165006,
897,45.0,114.0,79.5,128.29036790187178,30.709632098128218,
898,35.0,91.0,63.0,102.59797974644667,23.40202025355334,
899,44.0,96.0,70.0,106.76955262170047,33.23044737829953,
900,14.0,105.0,59.5,123.84671708797582,-4.846717087975819,
901,82.0,78.0,80.0,82.82842712474618,77.17157287525382,
902,30.0,88.0,59.0,100.01219330881975,17.987806691180246,
903,75.0,97.0,86.0,101.55634918610404,70.44365081389596,
904,50.0,96.0,73.0,105.5269119345812,40.473088065418814,
905,73.0,108.0,90.5,115.24873734152916,65.75126265847084,
906,49.0,107.0,78.0,119.01219330881975,36.987806691180246,
907,60.0,71.0,65.5,73.27817459305203,57.72182540694798,
908,70.0,97.0,83.5,102.59188309203678,64.40811690796322,
909,100.0,84.0,92.0,103.31370849898477,80.68629150101523,
910,59.0,97.0,78.0,104.87005768508881,51.12994231491119,
911,123.0,99.0,111.0,127.97056274847714,94.02943725152286,
912,66.0,97.0,81.5,103.42031021678298,59.57968978321703,
913,97.0,95.0,96.0,97.41421356237309,94.58578643762691,
914,98.0,111.0,104.5,113.69238815542512,95.30761184457488,
915,118.0,90.0,104.0,123.79898987322333,84.20101012677667,
916,49.0,107.0,78.0,119.01219330881975,36.987806691180246,
917,38.0,100.0,69.0,112.84062043356595,25.159379566434055,
918,110.0,117.0,113.5,118.44974746830583,108.55025253169417,
919,65.0,108.0,86.5,116.90559159102155,56.09440840897845,
920,29.0,93.0,61.0,106.25483399593904,15.745166004060955,
921,58.0,112.0,85.0,123.18376618407356,46.81623381592643,
922,60.0,97.0,78.5,104.66295090390226,52.33704909609774,
923,88.0,87.0,87.5,88.20710678118655,86.79289321881345,
924,128.0,110.0,119.0,131.72792206135784,106.27207793864214,
925,72.0,112.0,92.0,120.2842712474619,63.7157287525381,
926,87.0,122.0,104.5,129.24873734152916,79.75126265847084,
927,112.0,118.0,115.0,119.24264068711929,110.75735931288071,
928,102.0,113.0,107.5,115.27817459305203,99.72182540694797,
929,82.0,120.0,101.0,127.87005768508881,74.12994231491119,
930,45.0,114.0,79.5,128.29036790187178,30.709632098128218,
931,147.0,116.0,131.5,153.42031021678298,109.57968978321702,
932,104.0,119.0,111.5,122.10660171779821,100.89339828220179,
933,104.0,123.0,113.5,126.9350288425444,100.0649711574556,
934,57.0,119.0,88.0,131.84062043356596,44.159379566434055,
935,102.0,122.0,112.0,126.14213562373095,97.85786437626905,
936,156.0,104.0,130.0,166.76955262170048,93.23044737829953,
937,52.0,115.0,83.5,128.04772721475248,38.95227278524751,
938,44.0,109.0,76.5,122.46194077712559,30.53805922287441,
939,80.0,130.0,105.0,140.35533905932738,69.64466094067262,
940,126.0,108.0,117.0,129.72792206135784,104.27207793864214,
941,44.0,114.0,79.0,128.49747468305833,29.50252531694167,
942,96.0,116.0,106.0,120.14213562373095,91.85786437626905,
943,57.0,116.0,86.5,128.2193000900063,44.78069990999369,
944,63.0,104.0,83.5,112.49137802864846,54.50862197135155,
945,106.0,100.0,103.0,107.24264068711929,98.75735931288071,
946,127.0,103.0,115.0,131.97056274847714,98.02943725152286,
947,115.0,137.0,126.0,141.55634918610406,110.44365081389596,
948,112.0,123.0,117.5,125.27817459305203,109.72182540694797,
949,83.0,115.0,99.0,121.62741699796952,76.37258300203048,
950,70.0,113.0,91.5,121.90559159102155,61.09440840897845,
951,182.0,107.0,144.5,197.53300858899107,91.46699141100893,
952,134.0,132.0,133.0,134.4142135623731,131.5857864376269,
953,105.0,103.0,104.0,105.41421356237309,102.58578643762691,
954,84.0,119.0,101.5,126.24873734152916,76.75126265847084,
955,131.0,120.0,125.5,133.27817459305203,117.72182540694797,
956,101.0,115.0,108.0,117.89949493661166,98.10050506338834,
957,103.0,113.0,108.0,115.07106781186548,100.92893218813452,
958,77.0,136.0,106.5,148.2193000900063,64.7806999099937,
959,145.0,108.0,126.5,152.66295090390227,100.33704909609774,
960,83.0,127.0,105.0,136.1126983722081,73.88730162779191,
961,107.0,139.0,123.0,145.62741699796953,100.37258300203048,
962,115.0,121.0,118.0,122.24264068711929,113.75735931288071,
963,97.0,111.0,104.0,113.89949493661166,94.10050506338834,
964,41.0,122.0,81.5,138.77564927611036,24.22435072388965,
965,169.0,113.0,141.0,180.59797974644667,101.40202025355333,
966,119.0,118.0,118.5,119.20710678118655,117.79289321881345,
967,131.0,125.0,128.0,132.2426406871193,123.75735931288071,
968,110.0,132.0,121.0,136.55634918610406,105.44365081389596,
969,200.0,121.0,160.5,216.36143571373725,104.63856428626275,
970,30.0,120.0,75.0,138.63961030678928,11.36038969321072,
971,174.0,122.0,148.0,184.76955262170048,111.23044737829953,
972,116.0,132.0,124.0,135.31370849898477,112.68629150101523,
973,200.0,115.0,157.5,217.60407640085654,97.39592359914346,
974,74.0,109.0,91.5,116.24873734152916,66.75126265847084,
975,139.0,130.0,134.5,140.86396103067892,128.13603896932108,
976,132.0,114.0,123.0,135.72792206135784,110.27207793864214,
977,160.0,112.0,136.0,169.94112549695427,102.05887450304573,
978,138.0,121.0,129.5,141.52081528017132,117.4791847198287,
979,165.0,103.0,134.0,177.84062043356596,90.15937956643405,
980,127.0,107.0,117.0,131.14213562373095,102.85786437626905,
981,168.0,107.0,137.5,180.6335136523794,94.3664863476206,
982,144.0,116.0,130.0,149.79898987322332,110.20101012677667,
983,200.0,125.0,162.5,215.53300858899107,109.46699141100893,
984,174.0,115.0,144.5,186.2193000900063,102.7806999099937,
985,172.0,103.0,137.5,186.29036790187178,88.70963209812822,
986,200.0,109.0,154.5,218.84671708797583,90.15328291202418,
987,200.0,115.0,157.5,217.60407640085654,97.39592359914346,
988,200.0,102.0,151.0,220.29646455628165,81.70353544371834,
989,200.0,98.0,149.0,221.12489168102786,76.87510831897215,
990,150.0,130.0,140.0,154.14213562373095,125.85786437626905,
991,122.0,98.0,110.0,126.97056274847714,93.02943725152286,
992,200.0,107.0,153.5,219.26093065034894,87.73906934965107,
993,200.0,143.0,171.5,211.8050865276332,131.1949134723668,
994,200.0,116.0,158.0,217.39696961967,98.60303038033001,
995,192.0,91.0,141.5,212.9177848998413,70.0822151001587,
996,159.0,91.0,125.0,173.08326112068522,76.91673887931478,
997,200.0,91.0,145.5,222.57463914933368,68.42536085066632,
998,149.0,110.0,129.5,157.07716446627535,101.92283553372465,
999,112.0,125.0,118.5,127.69238815542512,109.30761184457488,
1000,200.0,89.0,144.5,222.98885271170678,66.01114728829323,
